ID,Titulo,Tipo,Prioridade,Tamanho,Epico,Area,Risco,Contexto,CriterioAceite,Arquivos,DependeDe,BomParaIniciante
ADMIN-120,"Decidir o que fazer com AdminBannersView, que tem 5.385 linhas num componente",decisao,P2,P,Desduplicação de regra de negócio,ADMIN,"alto — quebrar o arquivo sem teste nenhum é a forma mais provável de introduzir regressão silenciosa numa tela que o lojista usa toda semana; mas deixar como está faz cada bug de banner custar caro.","AdminBannersView.tsx tem 5.385 linhas num único componente — mais que a pasta src/lib inteira somada. Quatro achados desta auditoria vivem nele ou no hook que ele usa, e todos foram difíceis de rastrear justamente por causa do tamanho: três pontos concorrentes de limpeza de arquivo no Storage, um handler global de teclado com precedência invertida, um cache de módulo dessincronizado e uma mutação de state no reorder. Não está registrado se o arquivo chegou a esse tamanho por decisão ou por acréscimo, e sem essa informação não dá para saber se quebrá-lo é seguro.","Está respondido se o arquivo chegou a 5.385 linhas por decisão ou por acréscimo. · Está escrito se ele será quebrado agora, quebrado depois das correções de bug, ou congelado como está. · Se for quebrar, está escrito qual é o primeiro corte (candidato natural: o diálogo de formulário e o editor de imagem, que já são logicamente separados) e o que serve de rede de segurança, já que não há teste. · A decisão vale também para os outros arquivos patológicos listados na seção 6.1, ou explica por que não vale.",src/views/admin/AdminBannersView.tsx · src/hooks/useBanners.ts · docs/onboarding/02-ARQUITETURA.md,[ADMIN-030],"não — a pergunta é sobre histórico do projeto e apetite de risco do dono, não sobre código."
ADMIN-130,Exportar pedidos em CSV a partir do painel,feature,P2,P,Operação do lojista,ADMIN,"baixo — é só leitura e geração de arquivo no cliente; nenhuma escrita no banco.","Nenhum relatório sai do sistema. Fechamento de mês, entrega ao contador e conferência de estoque viram trabalho de olhar tela e copiar número. As únicas ocorrências de download/impressão no projeto são a impressão de UM pedido e o preview de imagem no formulário de produto.","O admin baixa um CSV com os pedidos do período filtrado na tela · O CSV abre corretamente no Excel em português (separador e encoding conferidos com acentuação) · Colunas mínimas: número, data, cliente, itens, subtotal, frete, desconto, total, status, forma de pagamento · A exportação respeita o filtro de data e status ativo na tela, e isso é demonstrável com dois filtros diferentes",src/views/admin/AdminOrdersView.tsx · src/hooks/useOrders.ts · src/lib/mappers.ts,nada,"sim — Ensina o formato real do pedido (itens, subtotal, frete, desconto, status) e como a listagem do admin filtra e pagina, sem escrever uma linha no banco. Entrega ao lojista o primeiro relatório que sai do sistema, hoje inexistente."
ADMIN-140,Mostrar alerta de estoque baixo no dashboard e tornar o limiar configurável,feature,P2,M,Operação do lojista,ADMIN,"baixo — o número já é calculado pelo banco e o limiar hoje é uma constante literal na listagem; nenhuma escrita nova em produto.","A baixa de estoque é sólida (a RPC de pedido valida e decrementa de forma atômica, e o cancelamento devolve). O que falta é o alerta: a RPC do dashboard devolve inventoryAlerts e o campo está declarado no tipo, mas nenhum componente renderiza esse número. O único sinal de estoque baixo é uma barra vermelha com limiar 5 cravado no código.","O dashboard mostra o número de produtos em estoque baixo e clicar nele leva à lista filtrada · O limiar sai do código e vem da configuração da loja · Alterar o limiar no admin muda o que a listagem de produtos destaca, sem recarregar a página · Produto com variações usa o estoque somado das variações, igual ao resto da tela",src/hooks/useAnalytics.ts · src/components/admin/dashboard/KpiSummaryCards.tsx · src/views/admin/AdminProductsView.tsx · src/contexts/StoreContext.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-150,Registrar eventos de funil na tabela analytics_events,feature,P2,M,Crescimento e conversão,ADMIN,"médio — escrita nova em tabela de produção a partir do cliente; precisa ser assíncrona, tolerante a falha e não pode virar mais uma requisição no boot (o app já tem duplicação de requisições no carregamento, achado #R4).","Não se sabe quantas pessoas viram um produto, adicionaram ao carrinho, começaram o checkout ou desistiram — nem onde desistiram. A tabela para isso já existe no banco, com colunas event_type, product_id, source_view e metadata, e chegou a ter RLS ajustada em várias migrations, mas o código NUNCA escreve nela.","Os 4 eventos mínimos são gravados: ver produto, adicionar ao carrinho, iniciar checkout, concluir pedido · Cada evento tem product_id quando aplicável e source_view preenchido · A gravação é assíncrona: derrubar a rede não trava nem atrasa nenhuma interação da loja · Uma consulta SQL simples devolve o funil dos últimos 7 dias com os 4 números · Nenhum dado pessoal (nome, e-mail, telefone, endereço) vai para metadata",src/views/customer/ProductView.tsx · src/contexts/CartContext.tsx · src/views/customer/CheckoutView.tsx · src/types/database.types.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
ADMIN-160,Listar carrinhos abandonados no painel do admin,feature,P2,M,Crescimento e conversão,ADMIN,"baixo — leitura de tabela que já existe e já é populada; nenhuma escrita.","O carrinho já é persistido no servidor e o admin até consegue olhar o carrinho parado de UM cliente específico, se souber em qual cliente clicar. Não existe nenhuma visão agregada de quem abandonou, nem qualquer automação. Todo carrinho montado e não finalizado é perda total, e o dado já está gravado.","Existe uma tela ou aba no admin listando carrinhos com itens e sem pedido concluído, ordenados por data da última alteração · Cada linha mostra cliente, quantidade de itens, valor estimado e há quanto tempo está parado · Clicar leva ao detalhe do cliente que já existe · A consulta não trava com a base atual e não carrega o carrinho de todo mundo de uma vez (tem paginação ou limite explícito)",src/views/admin/AdminUserDetailView.tsx · src/views/admin/AdminCustomersView.tsx · src/hooks/useOrders.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
AUTH-030,Fechar a enumeração de e-mails cadastrados na recuperação de senha,bug,P2,M,Segurança e privacidade do cliente,AUTH,médio — a revogação no banco e a mudança na UI têm que ir no MESMO deploy. Revogar sem ajustar o AuthView deixa a tela de recuperar senha quebrada com erro de permissão.,"check_user_confirmation_status é SECURITY DEFINER, consulta auth.users por e-mail e tem EXECUTE para anon e authenticated, sem rate limit. Dá pra jogar uma lista de e-mails no endpoint REST e descobrir quem tem conta e quem confirmou. A própria tela de 'Recuperar senha' confirma isso em texto para o visitante.",Migration revoga EXECUTE de anon E de authenticated na função. · resetPassword devolve a MESMA mensagem neutra existindo ou não a conta — os ramos 'not_found' e 'unconfirmed' somem da UI. · A tela de recuperar senha não quebra: o fluxo termina com a mesma tela de confirmação nos dois casos. · O usuário legítimo continua recebendo o e-mail de reset do Supabase Auth.,supabase/migrations/ (arquivo novo) · src/contexts/AuthContext.tsx · src/views/customer/AuthView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
AUTH-040,Fazer a verificação de admin resolver por usuário em vez de semáforo global de módulo,bug,P2,M,Segurança e privacidade do cliente,AUTH,"médio — mexe no caminho de boot da autenticação, que tem dois fast paths e um timeout de 3 s. Regressão aqui aparece como tela de admin em branco ou como cliente vendo menu de admin.","checkingLock e initPromise são variáveis de módulo compartilhadas. Se uma segunda verificação começa enquanto outra está em voo, ela apenas espera e retorna — quem escreve setIsAdmin e o localStorage é sempre a closure do usuário ANTIGO, com o userId e o cacheKey dele. Na troca de conta na mesma aba (admin sai, cliente entra antes da RPC responder), o cliente herda isAdmin=true, vê o menu admin liberado e leva erro de permissão em todas as telas.","A promise em voo passa a RESOLVER o booleano em vez de ser aguardada por efeito colateral. · As chamadas são coalescidas por userId: dois usuários diferentes nunca compartilham a mesma promise. · O resultado só é aplicado (setIsAdmin + localStorage) se o usuário ainda for o ativo no momento da resolução. · Trocar de conta admin para cliente na mesma aba, sem recarregar, deixa isAdmin=false e o menu admin escondido. · O boot com um único usuário continua fazendo no máximo uma chamada de verificação.",src/contexts/AuthContext.tsx,nada,"não — é concorrência com closure capturada, semáforo de módulo e ordem de declaração de refs; o modo de falha depende de timing e não aparece em teste manual simples."
AUTH-050,Encerrar a sessão localmente no logout e limpar os caches de PII do usuário anterior,bug,P2,M,Segurança e privacidade do cliente,AUTH,"médio — limpar chave demais desloga ou zera carrinho de quem não devia; limpar de menos mantém o bug. Precisa de uma lista de prefixos conferida contra os writers reais.","Dois defeitos da mesma família. Em falha de rede, supabase.auth.signOut() retorna erro ANTES de remover a sessão do storage, e o app só mostra um toast: o usuário continua logado e o token continua no localStorage. E o handler de SIGNED_OUT apaga uma chave que não existe ('app.favorites') mas não apaga as que guardam dado pessoal: histórico completo de pedidos e endereços com CEP, rua, número e destinatário. Num tablet ou PC compartilhado isso sobrevive ao logout indefinidamente e é legível no DevTools.","Existe uma única função de limpeza de sessão, chamada tanto pelo logout quanto pelo listener de SIGNED_OUT. · Com a rede desligada, clicar em Sair deixa o app deslogado e sem chave `-auth-token` nem `-code-verifier` no localStorage. · Após o logout, nenhuma chave com prefixo ikcous_orders_cache_ ou ikcous_addresses_cache_ permanece no localStorage (varredura por prefixo, não por id fixo). · A chave morta 'app.favorites' saiu da lista. · O carrinho de convidado (marketplace_cart_v1) continua com o comportamento atual — se hoje é apagado, continua sendo.",src/contexts/AuthContext.tsx · src/hooks/useOrders.ts · src/hooks/useAddresses.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
BANCO-060,Versionar em migration os objetos que existem em produção e não no repositório,divida tecnica,P2,M,Reconciliação banco x repositório,BANCO,"médio — vw_produtos_public não é security_invoker e é o único caminho de leitura do catálogo do anônimo; um CREATE OR REPLACE VIEW descuidado expõe coluna que hoje não aparece, ou quebra a vitrine.","Objetos críticos existem no banco de produção e não têm origem no histórico de migrations, então recriar o banco a partir do repositório produz um ambiente diferente do real — e a falha é silenciosa. A view vw_produtos_admin não existe em nenhuma das 137 migrations, mas cinco arquivos de código dependem dela em sete pontos. E o realtime de pedidos funciona hoje (confirmado por SELECT), mas foi habilitado pelo dashboard: nenhuma migration registra marketplace_orders, marketplace_order_items e notificacoes na publicação. Recriar sem isso deixa o canal em SUBSCRIBED sem nunca receber evento — o admin não vê pedido novo e ninguém descobre o motivo.","Existe migration que cria vw_produtos_admin com a definição extraída do banco vivo (pg_get_viewdef), conferida coluna a coluna. · A migration registra explicitamente se a view é security_invoker e se expõe custo — e a escolha está justificada. · Existe migration com o ALTER PUBLICATION das três tabelas de pedido e o REPLICA IDENTITY FULL. · A definição versionada de vw_produtos_public confere com a viva (nenhuma das três migrations pendentes que mexem nela altera o comportamento atual sem que isso esteja registrado). · Existe uma forma de checar, sem rodar migration, se o banco vivo e a definição versionada divergiram.",supabase/migrations/ (arquivos novos) · supabase/migrations/20260708020000_enable_realtime_for_monitored_tables.sql · src/types/database.types.ts · docs/onboarding/02-ARQUITETURA.md,[BANCO-030],"não — mexer na view que serve o catálogo do anônimo, sem a definição versionada como referência, arrisca expor custo ou derrubar a vitrine."
BANCO-070,Revogar ou remover as RPCs órfãs que ninguém chama e que ainda têm EXECUTE,divida tecnica,P2,M,Reconciliação banco x repositório,BANCO,"médio — remover função que alguma policy usa quebra RLS em cascata; a conferência tem que ser feita contra pg_policies antes de qualquer DROP.","O banco tem um monte de função que ninguém chama e que continua com EXECUTE concedido. Duas são perigosas de verdade. A create_marketplace_order legada (v1, 7 args) grava em total_amount e shipping_cost, colunas diferentes das que a v23 usa: se alguém chamar, o pedido nasce com total NULL e aparece zerado no painel do admin sem nenhum erro — e ela continua com EXECUTE para anon e authenticated. E get_sales_analytics e get_retention_analytics têm sobrecargas genuinamente ambíguas (timestamp x timestamptz, 0 args x p_days com default) que dariam 300 Multiple Choices no PostgREST na primeira chamada. Quem for escrever a tela de analytics vai tropeçar sem entender por que.","EXECUTE de anon e authenticated é revogado de create_marketplace_order (v1) e de create_marketplace_order_v22. · O EXECUTE concedido a PUBLIC em create_marketplace_order_v23 (grantee vazio no proacl) é removido, mantendo anon e authenticated. · As sobrecargas ambíguas de get_sales_analytics e get_retention_analytics são resolvidas: uma versão de cada, ou nomes distintos. · Antes de qualquer DROP, foi conferido em pg_policies que nenhuma policy referencia a função. · O checkout, o painel admin e o rastreio continuam funcionando (os 30 nomes que o front realmente usa estão listados e foram testados).",supabase/migrations/ (arquivo novo) · src/hooks/useOrders.ts · src/hooks/useAnalytics.ts · scripts/db-apply.cjs,[BANCO-030],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
BUSCA-010,Normalizar acentuação nos três pontos de busca do cliente,bug,P2,M,Confiabilidade do catálogo,BUSCA,"baixo — a técnica já existe no projeto e a mudança é aditiva; o risco é esquecer um dos lados da comparação ou um dos três arquivos.","Toda a busca do cliente compara com toLowerCase() apenas, sem tirar acento. Em catálogo brasileiro, quem digita 'alianca' ou 'coracao' — comportamento padrão em teclado de celular — não acha nada, mesmo com o produto ativo e em estoque. São três implementações independentes de busca, e nenhuma normaliza. A técnica de normalização NFD já existe no repositório, só não foi aplicada aqui.","Existe um normalizeText compartilhado em src/lib/utils.ts, com remoção de diacríticos por NFD. · A normalização é aplicada nos DOIS lados da comparação, nos três arquivos. · Buscar 'alianca' encontra o produto cadastrado como 'Aliança' com cedilha, e vice-versa. · Buscar por descrição com produto de description null não lança erro (hoje SearchBar.tsx:171 quebra). · A busca do admin (ILIKE no servidor) não é alterada nesta task.",src/lib/utils.ts · src/hooks/useSearch.ts · src/components/ui/custom/SearchBar.tsx · src/views/customer/HomeView.tsx · src/hooks/useCategories.ts,nada,"sim — Revela que existem três implementações independentes de busca no cliente e que src/lib/utils.ts é onde regra repetida deveria morar. Valor direto em venda: quem digita sem acento, que é o padrão no teclado do celular, hoje não acha o produto mesmo com ele ativo e em estoque."
CATALOGO-030,Tratar deleted_at no handler de UPDATE do RealtimeSyncEngine,bug,P2,P,Confiabilidade do catálogo,CATALOGO,"médio — chavear pela coluna errada quebra o fluxo de pausar produto. Tem que ser deleted_at, nunca 'ativo'.","Excluir produto no admin é soft delete (UPDATE com deleted_at + ativo=false). O handler de INSERT/UPDATE do engine grava qualquer linha recebida no store de produtos sem olhar deleted_at, e o StoreContext relê o vault: o produto excluído reaparece na home e nos carrosséis, com preço e estoque, e continua clicável até o próximo catchUp ou reload.","Linha recebida com deleted_at não nulo é removida do store em vez de gravada. · Excluir um produto no admin faz ele sumir da Home de outra aba/dispositivo sem reload. · Pausar um produto (ativo=false, deleted_at nulo) continua funcionando como hoje e não remove nada do cache. · As variantes do produto removido também saem do cache.",src/lib/realtimeSyncEngine.ts · src/contexts/StoreContext.tsx · src/hooks/useProducts.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
CATALOGO-040,"Resetar a Home pelo critério de filtro, não pela referência do array nem pela URL",bug,P2,M,Confiabilidade do catálogo,CATALOGO,"médio — mexe no sincronizador de rota do App.tsx, que roda a cada navegação e tem interação com popstate e com o roteador manual.","Dois defeitos que o cliente sente como 'a Home não guarda meu lugar'. Um: a paginação do scroll infinito é resetada sempre que a REFERÊNCIA do array de produtos muda, e o StoreContext troca essa referência a cada evento do RealtimeSyncEngine (qualquer venda que decremente estoque, qualquer ajuste do admin) — quem já rolou até 60 produtos volta para 12, a grade encolhe e a página salta. Dois: o filtro de categoria é relido da URL a cada execução do sincronizador de rota, e como as URLs das outras abas não carregam ?category, ir ao Carrinho e voltar reseta o filtro para 'Todas'.","ProductList recebe um resetKey com o critério real de filtragem (categoria|busca|ordenação) e reseta a paginação por ele, não pelo array. · Um evento de realtime (mudança de estoque) com o usuário rolado até 60 produtos não encolhe a grade nem move o scroll. · Trocar de categoria continua voltando a paginação para 12. · Selecionar uma categoria, ir ao Carrinho e voltar mantém a categoria selecionada. · Navegar pelo botão Voltar do navegador continua respeitando a categoria da URL quando ela existe.",src/components/ui/custom/ProductList.tsx · src/contexts/StoreContext.tsx · src/App.tsx · src/views/customer/HomeView.tsx,nada,"não — o roteador do App.tsx é manual (useState + pushState, sem react-router) e tem 2.712 linhas; entender quando syncWithUrl roda exige contexto que não está escrito em lugar nenhum."
CATALOGO-050,Dar key ao ProductView para não reaproveitar estado entre produtos,bug,P2,P,Confiabilidade do catálogo,CATALOGO,baixo — acrescentar key segue o padrão que checkout e user-profile já usam no mesmo switch.,"A tela de detalhe do produto é renderizada sem key atrelada ao id, e o container das views secundárias usa key={currentView}. Navegar de um produto para outro pelas recomendações reconcilia a MESMA instância de ProductView, sem resetar quantidade, índice de imagem, variações selecionadas nem status do botão. Hoje o dano visível é limitado porque todos os 18 produtos ativos têm exatamente 1 imagem, mas o defeito volta a morder assim que houver produto com galeria ou com grupos de variação de mesmo nome.","O case product-detail passa key com o id do produto. · Abrir o produto A, escolher quantidade 3 e uma variação, clicar numa recomendação: o produto B abre com quantidade 1, sem variação selecionada e com o botão no estado inicial. · O índice de imagem volta a 0 na troca de produto. · A galeria não quebra quando o produto novo tem menos imagens que o anterior.",src/App.tsx · src/views/customer/ProductView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
CATALOGO-060,Tornar determinística a escolha de preço e de variante enviada ao carrinho,bug,P2,M,Confiabilidade do catálogo,CATALOGO,"médio — mexe na regra de preço exibido, que é o número que o cliente vê antes de comprar. Divergência aqui vira reclamação direta.","Quando um produto tem dois ou mais grupos de variação, o preço exibido vem do ÚLTIMO override clicado (ordem de inserção das chaves), mas o carrinho recebe o id da variação do PRIMEIRO grupo clicado. O servidor cobra COALESCE(price_override, preco_venda) desse único id e só dá baixa nele. Resultado: preço mostrado diverge do cobrado conforme a ordem de clique, e o estoque das demais variações escolhidas nunca é decrementado. Está latente hoje (só existem 2 variantes, ambas 'Cor: Rosa' sem override), mas é perda de receita direta assim que o catálogo crescer.","A ordem de avaliação dos overrides passa a ser determinística, derivada de variantGroups e não da ordem de clique. · Existe um único conceito de 'variante que define o preço', e é ele que vai para o carrinho. · priceOverride igual a 0 é respeitado como preço válido (trocar || por checagem de null/undefined). · Com um produto de teste de 2 grupos e overrides diferentes, clicar em ordens diferentes produz sempre o mesmo preço exibido. · O preço exibido é igual ao cobrado pela RPC no pedido resultante.",src/views/customer/ProductView.tsx · src/contexts/CartContext.tsx · src/lib/mappers.ts,nada,"não — exige decidir a semântica de variação multi-eixo, que hoje tem três interpretações incompatíveis no código e nenhum dado de produção que sirva de referência."
CATALOGO-070,Remover o teto de 200 produtos e os três sintomas que ele produz,divida tecnica,P2,G,Confiabilidade do catálogo,CATALOGO,"alto — são duas metades do sistema que discordam sobre o tamanho do catálogo (fetchProducts trunca em 200 e grava por replaceAll; catchUp busca sem limite e grava por putMany), sem mutex compartilhado. Mexer numa sem a outra troca um bug por outro.","As duas consultas de produtos usam .limit(200) ordenando por data_cadastro desc, e esse array é a única fonte da Home, da busca, dos carrosséis e dos favoritos. A partir do 201o produto os mais antigos somem sem aviso; a lista de favoritos perde os itens fora do recorte enquanto o coração continua preenchido no card; e abrir link de produto fora do array renderiza header e BottomNav com o miolo permanentemente vazio, sem loading, mensagem ou redirect. A loja tem 18 produtos ativos hoje, então está dormente — mas o corte é silencioso e não há nada avisando quando ele passar a morder.","As duas consultas de produtos usam paginação explícita ou um limite alinhado com o do catchUp — as duas metades passam a concordar sobre o tamanho do catálogo. · Com mais de 200 produtos cadastrados, alternar de aba e voltar não muda a quantidade exibida na Home. · Abrir link direto de um produto que não está no array em memória busca o produto na rede e renderiza, ou mostra erro explícito — nunca tela vazia. · A lista de favoritos mostra todos os favoritos do banco, inclusive de produto fora do recorte ou inativo, com sinalização adequada. · O coração preenchido no card e a lista de favoritos nunca discordam.",src/contexts/StoreContext.tsx · src/lib/realtimeSyncEngine.ts · src/App.tsx · src/contexts/FavoritesContext.tsx · src/hooks/useProducts.ts · docs/onboarding/02-ARQUITETURA.md,nada,"não — é a dívida arquitetural registrada na seção 6.3 do doc de arquitetura, com duas escritas concorrentes no mesmo store e nenhum teste; além disso o motivo do teto de 200 não está documentado."
CATALOGO-080,Corrigir a resposta da loja invisível e o contador Útil das avaliações,bug,P2,M,Confiabilidade do catálogo,CATALOGO,"baixo no mapper, médio no voto — criar tabela de votos é migration nova; sem ela o voto continua ilimitado.","Dois defeitos na mesma área. O admin responde a uma avaliação, a RPC grava merchant_reply na tabela e o ReviewCard tem um bloco 'Resposta da Loja' — mas o mapper usado na página do produto não copia o campo, então o trabalho de atendimento fica invisível para o cliente. E um clique em 'Útil' incrementa o número duas vezes na tela (uma no estado do hook, outra na renderização do card) enquanto o banco sobe só 1, então o contador cai sozinho no próximo fetch; como não existe tabela de votos, o mesmo usuário pode recarregar e votar indefinidamente.","O mapper copia merchant_reply para merchantReply e a resposta da loja aparece na página do produto. · Um clique em Útil soma exatamente 1 na tela, e o número continua o mesmo depois de recarregar. · Existe registro de voto por usuário: o mesmo usuário não consegue votar duas vezes no mesmo review. · Convidado que clica em Útil recebe aviso em vez de ver o botão travar com +1 falso. · helpful nulo no banco não quebra a renderização.",src/hooks/useReviews.ts · src/components/ui/custom/ReviewCard.tsx · supabase/migrations/ (arquivo novo) · src/views/customer/ProductView.tsx,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
CATALOGO-090,Unificar as três semânticas de estoque de variação,divida tecnica,P2,G,Desduplicação de regra de negócio,CATALOGO,"alto — o número de estoque aparece no card, no detalhe, no carrinho e no admin, e a RPC do checkout decrementa com base em outra lógica ainda. Convergir errado faz o cliente comprar o que não existe.","O mesmo conceito tem três interpretações incompatíveis no código. A SOMA das variações ativas tem quatro cópias; o MÍNIMO entre os eixos selecionados vive na tela de produto; e o valor ABSOLUTO de uma variação vive no carrinho. O card mostra a soma e o detalhe mostra o mínimo, ou seja: o cliente vê dois números diferentes de estoque para o mesmo produto em duas telas seguidas. Nenhuma dessas cópias foi extraída para um lugar comum, e a semântica correta não está escrita em nenhum documento.","Está escrito qual semântica é a correta em cada contexto (card, detalhe, carrinho, admin) e por quê. · A soma existe em UM lugar só, importado pelos quatro pontos que hoje a reimplementam. · O número de estoque exibido no card e o exibido no detalhe são explicável um pelo outro — ou são iguais, ou a diferença está rotulada na UI. · O estoque que o carrinho usa para limitar a quantidade é o mesmo que a RPC vai validar no checkout. · Um produto com duas variações de estoques diferentes foi usado como caso de teste, e o resultado está registrado nas quatro telas.",src/lib/mappers.ts · src/lib/realtimeSyncEngine.ts · src/views/admin/AdminProductFormView.tsx · src/views/customer/ProductView.tsx · src/contexts/CartContext.tsx · docs/onboarding/02-ARQUITETURA.md,[CATALOGO-060],"não — exige decidir semântica de domínio que não está documentada, com quatro cópias espalhadas e o risco de vender produto sem estoque."
CATALOGO-100,Os hard-codes de produto no mappers.ts podem sair?,decisao,P2,P,Decisões pendentes,CATALOGO,"baixo — a resposta é barata; remover sem perguntar é que quebraria a vitrine de um produto específico.","O mapeador que transforma linha do banco em produto do app tem duas regras cravadas para produtos específicos: uma substitui as imagens de um produto por uma URL da Amazon, ignorando o que estiver no banco, e outra renomeia um produto na exibição. Não há comentário, migration nem plano explicando. Enquanto isso, ninguém pode encostar no mappers com segurança.","Gabriel diz por que cada um dos dois hard-codes existe · Para cada um está decidido: fica (com o motivo escrito no código) ou sai (com o dado corrigido no banco antes) · Se sair, existe task de correção do dado com o produto identificado por id, não por nome · A URL externa da Amazon foi avaliada: se fica, está registrado o risco de o link morrer e a imagem sumir",src/lib/mappers.ts · docs/onboarding/02-ARQUITETURA.md,nada,não — precisa do histórico que só o Gabriel tem
CHECKOUT-050,Gerar PIX copia-e-cola no checkout com a chave da loja,feature,P2,M,Receber pagamento no site,CHECKOUT,"médio — mexe na tela de sucesso do checkout, que hoje é o único ponto de contato pós-compra. Não movimenta dinheiro por conta própria: é só a geração do BR Code.","Enquanto não houver gateway, o cliente escolhe 'PIX' e não recebe nada: nem chave, nem valor, nem QR. A conferência é 100% manual e fora do sistema. Um BR Code estático com valor e identificador do pedido já elimina a maior parte do atrito, sem integração bancária nenhuma.","Escolhendo PIX, a tela de sucesso mostra o código copia-e-cola e o QR com o valor exato do pedido · O identificador do pedido viaja no campo apropriado do BR Code, de forma que o lojista consegue conciliar o recebimento com o pedido · O código gerado é aceito por pelo menos dois bancos diferentes num teste real de leitura · A chave PIX vem da configuração da loja, não está cravada no código",src/views/customer/CheckoutView.tsx · src/contexts/StoreContext.tsx · src/views/admin/AdminSettingsView.tsx,[CHECKOUT-010],"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
CHECKOUT-060,A loja vai emitir nota fiscal? O CPF passa a ser obrigatório no checkout?,decisao,P2,P,Decisões pendentes,CHECKOUT,"baixo — a resposta é barata, mas tornar CPF obrigatório depois de ter base de clientes é caro; melhor decidir cedo.","Não há emissão de documento fiscal, nem integração com emissor, nem captura de CPF na compra. O schema do checkout exige apenas nome e WhatsApp. Vender com estoque próprio e sem nota é risco fiscal direto, e impede venda para quem precisa de nota. Sem essa resposta não dá pra dimensionar nada de fiscal nem de conciliação contábil.","Gabriel responde se a loja vai emitir nota e em que prazo · Está decidido se o CPF passa a ser obrigatório no checkout, opcional, ou pedido só quando o cliente quiser nota · Se for emitir, está escolhido o caminho (emissor próprio, integração ou processo manual do contador) · A decisão está refletida na política de dados: guardar CPF exige justificativa e prazo de retenção",src/views/customer/CheckoutView.tsx · src/components/admin/orders/OrderReceipt.tsx · src/contexts/AuthContext.tsx,nada,não — decisão fiscal do dono
CUPOM-010,"Gravar a validade do cupom como fim do dia no fuso local, não meia-noite UTC",bug,P2,P,Painel administrativo que não mente,CUPOM,"baixo — nenhum cupom tem validade cadastrada hoje, então não há dado a migrar; a mudança é no onChange e no value do campo.","O campo de validade grava new Date('AAAA-MM-DD').toISOString(), que é meia-noite UTC. Como o banco compara valid_until &lt; NOW() em UTC, um cupom 'válido até 15/08' para de funcionar às 21h de 14/08 no horário de Brasília — e a listagem, que formata em fuso local, imprime 14/08 enquanto o formulário mostra 15/08. Todo cupom datado criado a partir de agora nasce errado.","A validade é montada como fim do dia no fuso local a partir dos componentes de data, não por new Date(string). · O value do input é formatado a partir das partes locais da data, não de toISOString(). · Cadastrar 'válido até 15/08' e conferir: o cupom ainda funciona às 22h de 15/08 no horário de Brasília. · A data mostrada na listagem é a mesma mostrada no formulário. · Nenhum backfill é necessário (conferir que continua havendo 0 cupons com valid_until).",src/views/admin/AdminCouponFormView.tsx · src/hooks/useCoupons.ts,nada,"não — fora das 7 tarefas de entrada escolhidas; ver ""Por onde o Netim começa"" no topo"
CUPOM-020,Limitar cupom a um uso por cliente,feature,P2,M,Crescimento e conversão,CUPOM,"médio — exige tabela nova e alteração da RPC de validação, que roda dentro do caminho do checkout. Recriar a RPC errado derruba todo pedido com cupom.","O cupom hoje é global: qualquer pessoa usa o mesmo código quantas vezes quiser até estourar o limite geral. Não existe cupom de primeira compra nem de uso único por pessoa. Um código vazado em grupo de WhatsApp é usado sem limite. Sem isso, não dá pra rodar a promoção mais comum de loja nova.","Existe registro de qual usuário usou qual cupom, gravado na mesma transação do pedido · Tentar usar o mesmo cupom duas vezes com a mesma conta é recusado com mensagem clara no checkout · Cupom marcado como 'primeira compra' é recusado para quem já tem pedido não cancelado · Convidado (sem conta) tem o comportamento definido e documentado, não um caminho acidental · Pedido cancelado libera o uso de volta para aquele cliente",supabase/migrations/ · src/hooks/useCoupons.ts · src/views/admin/AdminCouponFormView.tsx · src/views/customer/CheckoutView.tsx,nada,"não — mexe na RPC do caminho de checkout, onde erro significa pedido não fechado"
